time_1,time_2,time_3,time_4,temp_1,temp_2,temp_3,temp_4,dew_point_temp_gap,Cold Object
1960,18,36,54,32.215,32.33,32.44,32.705,-11.957915,ICECREAM
210,14,28,42,62.29,62.58,63.22,63.61,-50.227405,Medicine
100,11,22,33,62.28,62.35,62.4,62.5,-42.596857,Copper
340,20,40,60,29.11,29.27,29.76,29.97,-10.420857,ICECREAM
2090,19,38,57,63.98,64.53,64.78,65.32,-39.21178,CoolDrink
1250,20,40,60,27.56,27.81,27.84,28.28,-4.082412,FruitJuice
40,18,36,54,52.96,53.63,54.51,55.95,-40.897405,Medicine
60,10,20,30,11.21,11.37,11.43,11.6,13.55822,FruitJuice
210,18,36,54,14.33,14.55,14.6,14.64,9.147588,FruitJuice
2430,11,22,33,71.69,71.82,71.98,72.09,-53.684768,Meat
2630,19,38,57,51.65,51.86,52.07,52.27,-29.562886,CoolDrink
1260,10,20,30,73.72,73.77,73.86,74.05,-54.036857,Copper
140,19,38,57,58.78,59.64,61,61.9,-46.717405,Medicine
2200,11,22,33,50.39,50.56,51.09,51.19,-25.62178,FruitJuice
1430,15,30,45,54.8,54.9,55.1,54.9,-30.601331,Apple
630,20,40,60,74.25,75.26,75.7,75.79,-62.187405,Medicine
200,20,40,60,14.25,14.51,14.59,14.64,9.227588,FruitJuice
1740,18,36,54,62.49,62.64,63.1,63.2,-44.484768,Meat
1640,20,40,60,69.25,70.31,70.47,70.72,-50.560857,ICECREAM
1550,5,10,15,55.9,55.9,55.9,55.9,-38.10355,Water
800,16,32,48,32.14,32.83,33.06,33.67,-7.941331,Apple
2600,20,40,60,88.05,88.2,88.32,88.37,-68.366857,Copper
460,5,10,15,61.73,61.73,61.77,61.77,-42.046857,Iron
300,8,16,24,30.04,30.06,30.09,30.09,-5.27178,CoolDrink
2210,9,18,27,83.8,83.82,84.11,84.24,-64.116857,Copper
4070,8,16,24,62.97,63.12,63.42,63.42,-39.492412,FruitJuice
2020,10,20,30,83.87,83.92,83.95,84.15,-64.186857,Aluminium
1630,12,24,36,77.1,77.15,77.3,77.5,-57.416857,Copper
2800,17,34,51,76.24,76.6,76.65,76.74,-58.234768,Meat
460,15,30,45,68.76,68.81,68.88,68.93,-49.076857,Aluminium
140,16,32,48,13.435,13.66,13.74,13.97,6.822085,ICECREAM
2470,17,34,51,83.93,84.07,84.12,84.59,-64.246857,Iron
660,5,10,15,42.4,42.4,42.3,42.3,-21.54855,Water
1260,15,30,45,73.72,73.77,74.05,74.19,-54.036857,Copper
490,17,34,51,40.4,40.7,40.8,41.5,-19.54855,Water
2420,14,28,42,49.48,49.59,49.79,49.9,-27.392886,CoolDrink
2110,17,34,51,67.83,67.98,68.2,68.33,-49.824768,Meat
1500,15,30,45,44.8,44.8,44.8,44.4,-23.94855,Water
3490,6,12,18,60.54,60.64,60.64,60.75,-38.452886,CoolDrink
210,20,40,60,28.29,28.85,29.25,29.38,-3.52178,CoolDrink
1240,6,12,18,24.47,24.51,24.51,24.535,-4.212915,ICECREAM
30,17,34,51,40.95,41.15,41.65,42.08,-22.944768,Meat
1930,16,32,48,45.46,45.89,46.22,46.83,-20.69178,FruitJuice
1510,10,20,30,73.58,73.81,73.93,74.04,-53.896857,Iron
4170,20,40,60,64.28,64.57,64.82,64.95,-40.802412,FruitJuice
2350,9,18,27,39.86,39.89,39.95,39.98,-16.382412,FruitJuice
1900,9,18,27,44.52,44.7,45.43,45.46,-19.75178,FruitJuice
2360,9,18,27,87.74,87.75,87.78,88.03,-68.056857,Aluminium
2860,7,14,21,73.1,72.8,72.8,73.3,-48.901331,Apple
1200,16,32,48,36.88,37.08,37.19,37.39,-14.792886,CoolDrink
1520,6,12,18,38.19,38.4,38.4,38.5,-13.42178,FruitJuice
470,18,36,54,40.6,40.4,40.7,40.8,-19.74855,Water
940,15,30,45,47.15,47.79,48.43,48.94,-28.460857,ICECREAM
1700,14,28,42,70.72,71.48,71.83,72.37,-52.030857,ICECREAM
440,16,32,48,68.72,68.76,68.81,68.88,-49.036857,Aluminium
710,12,24,36,65.01,65.1,65.1,65.34,-45.326857,Iron
690,14,28,42,70.88,70.91,71.09,71.37,-51.196857,Aluminium
780,14,28,42,31.37,31.87,32.57,32.83,-7.171331,Apple
2060,10,20,30,78.7,78.74,78.94,78.94,-59.016857,Iron
1350,12,24,36,53.5,53.9,53.8,54.4,-35.70355,Water
340,20,40,60,29.11,29.27,29.76,29.97,-10.420857,ICECREAM
2930,19,38,57,54.75,54.96,55.17,55.37,-32.662886,CoolDrink
1410,7,14,21,49.78,49.84,49.84,49.88,-25.01178,CoolDrink
290,13,26,39,67.74,67.8,67.88,68.06,-48.056857,Aluminium
1820,19,38,57,63.55,63.62,64.4,64.63,-45.544768,Meat
1110,9,18,27,74.88,75.03,75.03,75.25,-55.196857,Aluminium
2280,14,28,42,35.745,36.085,36.34,36.385,-15.487915,ICECREAM
790,20,40,60,65.72,65.93,66.07,66.28,-46.036857,Iron
2760,15,30,45,75.5,75.98,76.17,76.38,-57.494768,Meat
2480,14,28,42,72.37,72.88,72.98,72.98,-54.364768,Meat
450,10,20,30,32.31,32.46,32.55,32.61,-7.54178,CoolDrink
2210,5,10,15,50.56,51.09,51.09,51.19,-25.79178,FruitJuice
1300,11,22,33,49.69,49.82,50.56,53.2,-25.491331,Apple
1600,9,18,27,28.165,28.225,28.345,28.49,-7.907915,ICECREAM
930,16,32,48,70.52,70.73,70.81,71.11,-50.836857,Copper
60,5,10,15,57.31,57.31,57.31,57.31,-37.626857,Iron
3280,8,16,24,58.37,58.47,58.58,58.58,-36.282886,CoolDrink
390,16,32,48,67.08,67.5,67.55,68.04,-55.017405,Medicine
900,19,38,57,45.75,46.57,47.15,48.24,-27.060857,ICECREAM
880,12,24,36,66.4,66.61,66.69,66.92,-46.716857,Iron
2540,6,12,18,89.45,89.46,89.46,89.47,-69.766857,Aluminium
2030,15,30,45,48.12,48.67,48.99,49.13,-23.35178,FruitJuice
1500,15,30,45,27.005,27.06,27.425,27.545,-6.747915,ICECREAM
1400,5,10,15,38.94,38.94,39.05,39.05,-16.852886,CoolDrink
1060,11,22,33,42.79,42.79,42.97,43.76,-18.591331,Apple
1780,8,16,24,42.82,42.92,43.02,43.02,-18.05178,FruitJuice
1000,10,20,30,22.19,22.245,22.535,22.555,-1.932915,ICECREAM
2150,8,16,24,84.7,84.86,84.93,84.93,-65.016857,Aluminium
1020,9,18,27,35.02,35.12,35.22,35.33,-12.932886,CoolDrink
1230,7,14,21,47.14,47.22,47.22,47.63,-22.37178,CoolDrink
1200,20,40,60,44.05,43.6,43.7,43.6,-23.19855,Water
2760,8,16,24,75.5,75.79,75.98,75.98,-57.494768,Meat
1260,17,34,51,37.5,37.7,37.81,38.01,-15.412886,CoolDrink
2100,10,20,30,36.77,37.54,37.56,37.58,-13.292412,FruitJuice
1970,7,14,21,32.24,32.33,32.33,32.39,-11.982915,ICECREAM
100,5,10,15,25.53,25.53,25.72,25.72,-0.76178,CoolDrink
870,17,34,51,81.15,81.53,82.41,84.2,-69.087405,Medicine
2420,17,34,51,88.43,88.54,88.6,88.61,-68.746857,Aluminium
3090,9,18,27,74.4,74.6,74.8,75.1,-56.60355,Water
2140,19,38,57,63.4,63.2,63.8,64.4,-39.201331,Apple
1720,5,10,15,81,81.08,81.08,81.09,-61.316857,Aluminium
3020,20,40,60,74.8,75.5,75.8,74.2,-50.601331,Apple
1370,10,20,30,53.8,54,54.4,54.5,-29.601331,Apple
420,14,28,42,68.68,68.7,68.74,68.76,-48.996857,Aluminium
3300,16,32,48,52.56,52.78,52.97,53.02,-29.082412,FruitJuice
860,11,22,33,52.24,52.32,52.48,52.6,-34.234768,Meat
510,18,36,54,70.64,71.49,72.28,72.75,-58.577405,Medicine
1810,10,20,30,81.65,81.67,81.94,82.17,-61.966857,Aluminium
480,20,40,60,69.96,70.57,70.84,71.95,-57.897405,Medicine
1530,14,28,42,38.4,38.5,38.78,38.9,-13.63178,FruitJuice
1000,7,14,21,34.81,34.91,34.91,35.02,-12.722886,CoolDrink
1250,7,14,21,24.51,24.535,24.535,24.585,-4.252915,ICECREAM
360,19,38,57,65.83,66.97,67.49,67.55,-53.767405,Medicine
1560,10,20,30,52,52.11,52.64,52.7,-27.23178,CoolDrink
590,15,30,45,30.57,30.68,30.88,30.99,-8.482886,CoolDrink
880,13,26,39,47.8,48.1,48.1,48.2,-30.00355,Water
1070,9,18,27,29.3,29.41,29.45,29.64,-4.53178,FruitJuice
2790,6,12,18,91.64,91.65,91.65,91.68,-71.956857,Aluminium
1910,7,14,21,77.17,77.29,77.29,77.36,-57.486857,Iron
2110,19,38,57,37.54,37.58,37.68,37.94,-14.062412,FruitJuice
3120,13,26,39,66.36,66.76,67.29,67.34,-41.59178,FruitJuice
1410,19,38,57,36.88,37.57,37.83,38.05,-12.11178,FruitJuice
660,20,40,60,18.545,18.67,18.845,19.165,1.712085,ICECREAM
3260,16,32,48,52.09,52.37,52.47,52.65,-28.612412,FruitJuice
630,18,36,54,19.95,20.36,20.42,20.5,3.527588,FruitJuice
490,12,24,36,70.46,70.57,70.64,71.49,-58.397405,Medicine
3070,20,40,60,65.67,65.79,65.83,66.76,-40.90178,FruitJuice
340,17,34,51,29.11,29.27,29.56,29.79,-10.420857,ICECREAM
480,7,14,21,16.79,16.81,16.81,16.885,3.467085,ICECREAM
950,19,38,57,41.81,42.08,42.41,42.7,-17.04178,CoolDrink
480,17,34,51,40.7,41,41.5,42,-22.90355,Water
1920,15,30,45,45.43,45.78,45.89,46.72,-20.66178,FruitJuice
880,18,36,54,81.51,82.41,84.2,84.2,-69.447405,Medicine
500,19,38,57,34.08,34.76,35,35.36,-15.390857,ICECREAM
640,14,28,42,42.2,41.9,42.3,42.6,-21.34855,Water
3850,18,36,54,64.26,64.47,64.67,64.78,-42.172886,CoolDrink
1570,17,34,51,60.47,60.89,61.19,61.29,-42.464768,Meat
2390,8,16,24,82.82,82.9,82.95,82.95,-63.136857,Iron
1070,19,38,57,49.6,49.9,50.5,50.8,-31.80355,Water
720,11,22,33,39.36,39.42,39.57,39.81,-20.670857,ICECREAM
830,20,40,60,33.05,33.26,33.47,33.67,-10.962886,CoolDrink
2010,5,10,15,45.7,45.7,45.5,45.5,-24.84855,Water
2610,6,12,18,59.9,60.1,60.1,60.4,-39.04855,Water
270,13,26,39,67.22,67.65,67.8,67.84,-47.536857,Aluminium
20,10,20,30,12.5,12.53,12.605,12.805,7.757085,ICECREAM
1760,10,20,30,58.5,58.2,58.7,58.7,-40.70355,Water
3100,7,14,21,56.51,56.61,56.61,56.72,-34.422886,CoolDrink
1510,6,12,18,65.85,66.02,66.02,66.33,-47.160857,ICECREAM
2220,16,32,48,68.84,69.07,69.36,69.58,-50.834768,Meat
30,14,28,42,52.82,52.96,53.63,54.31,-40.757405,Medicine
4080,14,28,42,63.12,63.42,63.6,63.63,-39.642412,FruitJuice
3010,9,18,27,75.1,74.8,75.5,75.5,-57.30355,Water
780,11,22,33,65.61,65.72,65.82,65.93,-45.926857,Iron
580,13,26,39,35.96,36.27,36.74,36.84,-17.270857,ICECREAM
3010,12,24,36,75.1,74.8,75.5,75.7,-50.901331,Apple
1990,20,40,60,35.36,35.58,35.96,36.07,-11.882412,FruitJuice
980,7,14,21,53.85,53.96,53.96,54.04,-35.844768,Meat
2640,15,30,45,73.74,74.03,74.55,74.55,-55.734768,Meat
2820,7,14,21,45.47,46.25,46.25,46.44,-21.992412,FruitJuice
1040,11,22,33,44.14,44.16,44.83,45.03,-19.37178,CoolDrink
860,10,20,30,44.2,44.49,45.57,45.71,-25.510857,ICECREAM
1760,10,20,30,30.095,30.195,30.37,30.46,-9.837915,ICECREAM
2630,18,36,54,51.65,51.86,52.07,52.17,-29.562886,CoolDrink
1680,8,16,24,75.09,75.16,75.19,75.19,-55.406857,Iron
2150,12,24,36,49.85,49.9,50.22,50.38,-25.08178,FruitJuice
60,7,14,21,41.65,41.8,41.8,42.08,-23.644768,Meat
2880,14,28,42,54.24,54.34,54.55,54.65,-32.152886,CoolDrink
2270,6,12,18,81.45,81.67,81.67,81.86,-61.766857,Iron
3600,19,38,57,55.9,56.24,56.71,56.95,-32.422412,FruitJuice
3050,9,18,27,69.6,69.8,70,70.2,-48.74855,Water
270,5,10,15,29.38,29.54,29.54,29.54,-4.61178,CoolDrink
2570,6,12,18,42.41,42.41,42.41,42.52,-18.932412,FruitJuice
2820,8,16,24,87.63,87.74,87.82,87.82,-67.946857,Iron
520,13,26,39,40.8,40.9,40.8,41.6,-19.94855,Water
1110,5,10,15,72.23,72.23,72.44,72.44,-52.546857,Copper
1750,18,36,54,81.12,81.39,81.42,81.45,-61.436857,Aluminium
2040,6,12,18,61.4,62.2,62.2,61.9,-37.201331,Apple
230,5,10,15,62.81,62.81,63.22,63.22,-50.747405,Medicine
2880,9,18,27,92.19,92.22,92.24,92.33,-72.506857,Aluminium
970,8,16,24,73.64,73.65,73.71,73.71,-53.956857,Aluminium
330,12,24,36,63.98,64.14,64.27,64.4,-44.296857,Copper
560,11,22,33,18.97,19.01,19.01,19.33,4.507588,FruitJuice
2590,17,34,51,59.5,59.9,60.1,60.7,-38.64855,Water
1590,5,10,15,56.5,56.5,56.8,56.8,-32.301331,Apple
780,6,12,18,39.17,39.3,39.3,39.56,-14.40178,CoolDrink
60,6,12,18,12.66,12.72,12.72,12.81,10.817588,FruitJuice
3750,16,32,48,63.23,63.43,63.54,63.74,-41.142886,CoolDrink
1780,5,10,15,72.9,73.07,73.07,73.3,-54.210857,ICECREAM
2020,6,12,18,45.5,45.7,45.7,45.7,-24.64855,Water
50,12,24,36,20.57,21.05,21.3,21.97,-1.880857,ICECREAM
1340,20,40,60,74.34,74.76,75.05,75.44,-54.656857,Copper
720,20,40,60,19.165,19.35,19.465,19.63,1.092085,ICECREAM
690,18,36,54,49.55,49.95,50.19,50.75,-31.544768,Meat
2230,15,30,45,85.3,85.45,85.68,85.99,-65.616857,Aluminium
2720,8,16,24,62.5,62.7,62.9,62.9,-41.64855,Water
420,13,26,39,28.82,28.92,29.13,29.23,-6.732886,CoolDrink
890,6,12,18,44.2,44.1,44.1,44.1,-23.34855,Water
640,9,18,27,48.86,48.87,49.1,49.33,-30.854768,Meat
910,7,14,21,41.05,41.15,41.15,41.23,-16.28178,CoolDrink
990,5,10,15,53.96,53.96,54.04,54.04,-35.954768,Meat
2320,14,28,42,49.6,50.6,51.2,51.6,-28.74855,Water
1030,15,30,45,43.53,44.14,44.83,45.03,-18.76178,CoolDrink
30,12,24,36,12.53,12.605,12.805,12.98,7.727085,ICECREAM
700,13,26,39,22.91,22.97,23.2,23.35,1.85822,FruitJuice
170,10,20,30,59.05,59.15,59.19,59.24,-39.366857,Iron
3010,7,14,21,75.1,74.8,74.8,75.5,-57.30355,Water
1940,6,12,18,83.24,83.26,83.26,83.29,-63.556857,Aluminium
30,11,22,33,56.89,57.26,57.3,57.31,-37.206857,Iron
2760,20,40,60,91.25,91.44,91.65,91.82,-71.566857,Aluminium
1350,18,36,54,49.34,49.46,49.73,49.74,-24.57178,CoolDrink
950,9,18,27,70.73,70.81,70.86,71.11,-51.046857,Copper
560,12,24,36,30.26,30.37,30.47,30.68,-8.172886,CoolDrink
690,18,36,54,39.2,39.28,39.42,39.57,-20.510857,ICECREAM
1390,19,38,57,75.12,75.45,75.53,75.68,-55.436857,Copper
330,10,20,30,30.27,30.39,30.51,30.74,-5.50178,CoolDrink
1490,16,32,48,39.87,40.08,40.18,40.39,-17.782886,CoolDrink
2000,20,40,60,32.44,32.795,33.03,33.28,-12.182915,ICECREAM
670,15,30,45,44.3,44.5,44.8,44.7,-26.50355,Water
1830,13,26,39,58.22,58.5,59.15,59.25,-33.45178,CoolDrink
1490,8,16,24,73.21,73.33,73.58,73.58,-53.526857,Iron
2700,16,32,48,88.67,88.95,88.98,89.13,-68.986857,Copper
2860,18,36,54,54.03,54.24,54.44,54.55,-31.942886,CoolDrink
2950,19,38,57,67.4,67.8,68.4,68.8,-46.54855,Water
1160,14,28,42,23.725,23.815,23.95,24.165,-3.467915,ICECREAM
30,5,10,15,24.75,24.75,24.85,24.85,0.01822,CoolDrink
3220,11,22,33,57.75,57.85,57.96,58.06,-35.662886,CoolDrink
860,15,30,45,43.6,43.5,44.2,44.1,-22.74855,Water
2350,7,14,21,48.76,48.86,48.86,48.97,-26.672886,CoolDrink
1070,12,24,36,45.03,45.06,45.13,45.5,-20.26178,CoolDrink
2400,5,10,15,53.91,54.21,54.21,54.22,-29.14178,FruitJuice
2770,9,18,27,75.79,75.98,76.17,76.24,-57.784768,Meat
1230,14,28,42,52,51.7,52.2,52.4,-34.20355,Water
2070,20,40,60,81.68,81.76,82.41,82.96,-61.996857,Copper
2420,7,14,21,40.13,40.26,40.26,40.31,-16.652412,FruitJuice
3050,6,12,18,75.7,75.8,75.8,75.5,-51.501331,Apple
1130,15,30,45,68.85,68.97,69.29,69.57,-49.166857,Iron
710,6,12,18,76.42,76.46,76.46,76.87,-64.357405,Medicine
2160,14,28,42,83.08,83.15,83.76,83.78,-63.396857,Copper
2190,12,24,36,80.26,80.31,80.38,80.76,-60.576857,Iron
1440,19,38,57,26.515,26.8,26.88,27.005,-6.257915,ICECREAM
2700,10,20,30,52.38,52.48,52.58,52.69,-30.292886,CoolDrink
890,8,16,24,52.6,52.61,52.75,52.75,-34.594768,Meat
1820,17,34,51,81.67,82.17,82.17,82.33,-61.986857,Aluminium
20,18,36,54,56.77,57.26,57.31,57.31,-37.086857,Iron
860,10,20,30,44.2,44.49,45.57,45.71,-25.510857,ICECREAM
3020,6,12,18,65.37,65.39,65.39,65.54,-40.60178,FruitJuice
1980,11,22,33,32.33,32.39,32.44,32.705,-12.072915,ICECREAM
390,16,32,48,68.35,68.65,68.68,68.72,-48.666857,Aluminium
2140,13,26,39,34.14,34.31,34.52,34.705,-13.882915,ICECREAM
1200,20,40,60,24.165,24.285,24.47,24.535,-3.907915,ICECREAM
280,15,30,45,14.755,14.795,15.02,15.04,5.502085,ICECREAM
340,17,34,51,37.6,38.4,38.5,38.8,-16.74855,Water
800,9,18,27,78.82,78.95,79.58,79.66,-66.757405,Medicine
620,11,22,33,70.23,70.25,70.29,70.48,-50.546857,Aluminium
1660,20,40,60,75.05,75.09,75.19,75.52,-55.366857,Iron
1630,14,28,42,61.33,61.38,61.58,61.89,-43.324768,Meat
380,5,10,15,66.97,66.97,67.08,67.08,-54.907405,Medicine
710,5,10,15,27.45,27.45,27.48,27.48,-3.251331,Apple
3740,7,14,21,57.6,57.71,57.71,58.25,-34.122412,FruitJuice
1280,7,14,21,33.99,34.28,34.28,34.37,-9.22178,FruitJuice
20,18,36,54,10.34,11.03,11.21,11.37,14.42822,FruitJuice
3270,20,40,60,74.4,74.8,75.3,75.6,-53.54855,Water
320,19,38,57,30.09,30.39,30.74,31.14,-5.32178,CoolDrink
1210,15,30,45,76.27,76.37,76.52,76.58,-56.586857,Aluminium
1150,15,30,45,54.58,54.79,54.96,55.44,-35.890857,ICECREAM
800,16,32,48,24.72,25.34,25.48,25.91,0.04822,FruitJuice
1640,10,20,30,75,75.04,75.05,75.05,-55.316857,Iron
120,5,10,15,13.32,13.32,13.41,13.41,6.937085,ICECREAM
1540,5,10,15,51.75,51.94,51.94,52,-26.98178,CoolDrink
800,16,32,48,70.04,70.12,70.22,70.34,-50.356857,Copper
1700,20,40,60,75.19,75.52,75.9,76.03,-55.506857,Iron
840,13,26,39,70.32,70.34,70.36,70.37,-50.636857,Copper
3010,18,36,54,75.1,75.5,75.7,75.8,-57.30355,Water
1720,10,20,30,81,81.08,81.09,81.12,-61.316857,Aluminium
1500,7,14,21,44.8,44.8,44.8,45.3,-23.94855,Water
2140,7,14,21,79.57,79.82,79.82,79.84,-59.886857,Iron
1200,11,22,33,26.98,27.29,27.38,27.46,-3.502412,FruitJuice
3080,14,28,42,74.2,74.4,74.8,75.1,-56.40355,Water
3040,13,26,39,55.89,55.99,56.2,56.3,-33.802886,CoolDrink
1920,7,14,21,60.9,60.8,60.8,61.3,-36.701331,Apple
550,12,24,36,21.49,21.58,21.64,21.72,3.27822,FruitJuice
1320,12,24,36,25.19,25.26,25.315,25.485,-4.932915,ICECREAM
2770,6,12,18,61.58,61.86,61.86,62.13,-36.81178,FruitJuice
950,19,38,57,44.3,42.3,43.8,43.6,-23.44855,Water
1940,11,22,33,45.78,45.89,46.22,46.72,-21.01178,FruitJuice
1980,20,40,60,77.93,78.15,78.22,78.22,-59.240857,ICECREAM
1650,17,34,51,28.615,28.715,28.965,29.32,-8.357915,ICECREAM
470,6,12,18,46.59,46.65,46.65,46.85,-28.584768,Meat
2770,10,20,30,61.58,61.86,62.13,62.26,-36.81178,FruitJuice
440,7,14,21,64.85,64.94,64.94,65.02,-45.166857,Copper
160,17,34,51,66.19,66.29,66.29,66.37,-46.506857,Aluminium
990,20,40,60,67.63,67.85,67.91,68.19,-47.946857,Iron
230,6,12,18,36.7,36.9,36.9,37.3,-18.90355,Water
240,9,18,27,63.41,63.53,63.61,63.67,-43.726857,Copper
2010,5,10,15,61.2,61.2,61.8,61.8,-43.40355,Water
2680,20,40,60,43.4,43.57,44.02,44.31,-19.922412,FruitJuice
1400,15,30,45,59.04,59.04,59.13,59.37,-41.034768,Meat
1550,8,16,24,66.61,66.62,66.65,66.65,-47.920857,ICECREAM
910,11,22,33,33.88,33.98,34.09,34.19,-11.792886,CoolDrink
2320,10,20,30,65.2,65.6,65.8,65.5,-47.40355,Water
1550,20,40,60,55.9,56.2,56.5,56.7,-31.701331,Apple
2460,5,10,15,56.2,56.7,56.7,56.3,-35.34855,Water
2280,20,40,60,52.13,52.83,53.04,53.09,-27.36178,FruitJuice
370,19,38,57,38.5,38.8,38.2,39.7,-17.64855,Water
1490,18,36,54,38.1,38.17,38.4,38.5,-13.33178,FruitJuice
2660,18,36,54,70,70.6,70.7,71,-52.20355,Water
1670,18,36,54,40.95,41.14,42.05,42.12,-16.18178,FruitJuice
1570,11,22,33,56.2,56.4,56.5,56.8,-32.001331,Apple
1490,9,18,27,78.85,78.95,79.01,79.18,-59.166857,Aluminium
2310,9,18,27,65.5,65.2,65.6,65.8,-47.70355,Water
1990,18,36,54,83.66,83.76,83.92,83.95,-63.976857,Aluminium
570,14,28,42,42.3,42.6,42.8,43.1,-24.50355,Water
2630,17,34,51,73.65,73.76,74.03,74.55,-55.644768,Meat
2150,8,16,24,79.82,79.84,79.9,79.9,-60.136857,Iron
110,11,22,33,57.08,58.16,58.35,58.78,-45.017405,Medicine
530,7,14,21,40.9,41.5,41.5,40.8,-20.04855,Water
1850,16,32,48,63.83,64.46,64.63,64.99,-45.824768,Meat
450,5,10,15,31.99,31.99,32.37,32.37,-13.300857,ICECREAM
220,15,30,45,43.43,43.59,43.79,43.96,-25.424768,Meat
1380,13,26,39,29.06,29.17,29.4,29.49,-5.582412,FruitJuice
2680,13,26,39,88.6,88.65,88.74,88.95,-68.916857,Copper
2000,11,22,33,47.74,47.76,48.08,48.12,-22.97178,FruitJuice
110,19,38,57,34.9,35.6,35.9,36,-17.10355,Water
2610,6,12,18,68.6,69.6,69.6,69.2,-44.401331,Apple
2480,13,26,39,88.67,88.69,89.05,89.21,-68.986857,Aluminium
250,14,28,42,16.49,16.57,16.99,17.17,8.27822,FruitJuice
1720,16,32,48,71.58,72.37,72.42,72.64,-52.890857,ICECREAM
210,18,36,54,36.5,36.8,36.97,37.2,-15.64855,Water
2690,13,26,39,88.65,88.67,88.95,88.98,-68.966857,Copper
1530,13,26,39,51.64,51.75,52,52.11,-26.87178,CoolDrink
560,6,12,18,35.36,35.46,35.46,35.96,-16.670857,ICECREAM
1170,17,34,51,45.25,45.51,45.76,46.22,-21.051331,Apple
380,10,20,30,31.14,31.16,31.27,31.27,-6.37178,CoolDrink
2390,19,38,57,66.3,66.8,66.7,67.1,-48.50355,Water
1740,18,36,54,78.24,78.72,79.09,79.19,-58.556857,Copper
1150,17,34,51,75.41,75.57,75.79,76.11,-55.726857,Aluminium
1480,8,16,24,51.03,51.45,51.5,51.5,-26.26178,CoolDrink
1950,13,26,39,45.89,46.22,46.83,46.99,-21.12178,FruitJuice
950,16,32,48,47.79,48.43,48.94,49.55,-29.100857,ICECREAM
1300,10,20,30,49.69,49.82,50.56,53.2,-25.491331,Apple
200,13,26,39,61.9,62.29,62.81,63.22,-49.837405,Medicine
1500,19,38,57,51.5,51.62,51.75,52,-26.73178,CoolDrink
110,9,18,27,25.72,25.75,26.21,26.43,-0.95178,CoolDrink
860,15,30,45,26.02,26.11,26.6,26.71,-1.25178,FruitJuice
2740,12,24,36,89.06,89.13,89.23,89.43,-69.376857,Copper
4260,20,40,60,65.34,65.53,65.65,65.76,-41.862412,FruitJuice
1930,7,14,21,60.29,60.36,60.36,60.9,-35.52178,CoolDrink
1090,20,40,60,25.69,26.01,26.16,26.51,-2.212412,FruitJuice
610,13,26,39,18.05,18.17,18.355,18.46,2.207085,ICECREAM
3910,16,32,48,60.94,61.1,61.17,61.47,-37.462412,FruitJuice
40,17,34,51,61.18,61.5,61.63,62.01,-41.496857,Copper
3250,8,16,24,58.06,58.16,58.27,58.27,-35.972886,CoolDrink
1460,15,30,45,44.7,44.6,44.6,44.8,-23.84855,Water
950,18,36,54,21.515,21.68,22.01,22.19,-1.257915,ICECREAM
660,20,40,60,38.28,38.73,39.23,39.36,-19.590857,ICECREAM
190,13,26,39,61.11,61.9,62.58,62.81,-49.047405,Medicine
1560,11,22,33,52,52.11,52.64,52.7,-27.23178,CoolDrink
2420,8,16,24,49.48,49.59,49.69,49.69,-27.392886,CoolDrink
300,8,16,24,65.23,65.4,65.41,65.41,-53.167405,Medicine
1180,19,38,57,75.79,76.11,76.37,76.52,-56.106857,Aluminium
3960,8,16,24,65.4,65.5,65.6,65.6,-43.312886,CoolDrink
1760,17,34,51,58.5,58.7,58.7,58.7,-40.70355,Water
3450,15,30,45,54.52,54.83,54.87,55.12,-31.042412,FruitJuice
1480,16,32,48,51.03,51.5,51.5,51.64,-26.26178,CoolDrink
1420,17,34,51,75.53,75.68,75.68,75.81,-55.846857,Copper
1690,14,28,42,75.16,75.19,75.52,75.89,-55.476857,Iron
2320,6,12,18,39.71,39.74,39.74,39.8,-16.232412,FruitJuice
610,13,26,39,73.9,74.12,74.36,75.26,-61.837405,Medicine
2990,16,32,48,55.37,55.58,55.68,55.89,-33.282886,CoolDrink
780,16,32,48,31.37,32.14,32.57,33.06,-7.171331,Apple
1240,11,22,33,24.47,24.51,24.535,24.585,-4.212915,ICECREAM
140,17,34,51,22.64,23.16,23.68,24.3,-3.950857,ICECREAM
3790,19,38,57,63.64,63.85,64.05,64.26,-41.552886,CoolDrink
310,6,12,18,10.86,12.19,12.19,12.28,13.338669,Apple
1110,8,16,24,53.03,53.21,53.95,53.95,-34.340857,ICECREAM
1230,19,38,57,24.32,24.51,24.585,24.79,-4.062915,ICECREAM
2330,18,36,54,65.6,65.5,66.4,66.1,-47.80355,Water
2000,20,40,60,77.84,78.02,78.54,78.7,-58.156857,Iron
1410,6,12,18,63.09,63.34,63.34,63.61,-44.400857,ICECREAM
1240,17,34,51,70.39,70.41,70.62,70.82,-50.706857,Iron
1800,14,28,42,30.59,30.615,30.855,31,-10.332915,ICECREAM
2320,5,10,15,36.385,36.45,36.45,36.59,-16.127915,ICECREAM
310,10,20,30,65.4,65.41,65.46,65.67,-53.337405,Medicine
1040,17,34,51,71.76,72,72.04,72.16,-52.076857,Copper
620,19,38,57,35.76,36.49,36.8,37.31,-10.99178,CoolDrink
930,17,34,51,41.23,41.81,41.89,42.35,-16.46178,CoolDrink
390,15,30,45,16.82,16.83,17.13,17.19,6.657588,FruitJuice
