time_1,time_2,time_3,time_4,temp_1,temp_2,temp_3,temp_4,Cold Object
190.0,18.0,36.0,54.0,42.78,43.24,43.59,43.78,Meat
720.0,12.0,24.0,36.0,39.36,39.42,39.57,40.45,ICECREAM
920.0,10.0,20.0,30.0,35.72,35.77,35.78,35.82,Apple
1220.0,15.0,30.0,45.0,51.8,52.0,52.0,52.2,Water
2580.0,17.0,34.0,51.0,58.61,58.82,58.88,59.01,FruitJuice
1490.0,11.0,22.0,33.0,38.1,38.15,38.17,38.19,FruitJuice
1990.0,9.0,18.0,27.0,78.02,78.15,78.22,78.22,ICECREAM
2230.0,15.0,30.0,45.0,84.11,84.25,84.55,84.8,Copper
340.0,12.0,24.0,36.0,12.42,12.61,12.88,14.94,Apple
220.0,15.0,30.0,45.0,7.04,7.22,7.64,8.64,Apple
1050.0,19.0,38.0,57.0,24.74,25.35,25.69,26.01,FruitJuice
2350.0,16.0,32.0,48.0,70.53,70.59,70.69,71.24,Meat
2820.0,20.0,40.0,60.0,87.63,87.82,87.98,88.36,Iron
840.0,10.0,20.0,30.0,70.32,70.34,70.35,70.36,Copper
2540.0,16.0,32.0,48.0,73.16,73.23,73.27,73.42,Meat
670.0,11.0,22.0,33.0,44.3,44.5,44.3,44.8,Water
2670.0,16.0,32.0,48.0,70.1,70.8,70.7,70.8,Water
4020.0,18.0,36.0,54.0,66.02,66.22,66.43,66.53,CoolDrink
1800.0,8.0,16.0,24.0,73.3,73.81,74.24,74.24,ICECREAM
440.0,11.0,22.0,33.0,61.59,61.63,61.73,61.77,Iron
840.0,19.0,38.0,57.0,20.57,20.685,20.945,21.125,ICECREAM
1830.0,10.0,20.0,30.0,43.39,43.49,43.59,43.7,CoolDrink
930.0,16.0,32.0,48.0,46.8,47.79,48.24,48.94,ICECREAM
500.0,13.0,26.0,39.0,17.85,18.05,18.36,18.58,FruitJuice
3680.0,16.0,32.0,48.0,62.5,62.71,62.81,63.02,CoolDrink
900.0,19.0,38.0,57.0,35.26,35.72,35.78,36.1,Apple
2840.0,12.0,24.0,36.0,46.44,46.45,46.74,47.27,FruitJuice
980.0,18.0,36.0,54.0,73.65,73.82,73.96,74.02,Aluminium
1850.0,9.0,18.0,27.0,74.6,74.71,74.96,75.2,ICECREAM
1230.0,13.0,26.0,39.0,52.0,51.7,52.2,52.4,Water
100.0,5.0,10.0,15.0,25.51,25.51,25.61,25.61,CoolDrink
1110.0,20.0,40.0,60.0,44.17,44.24,44.43,45.25,Apple
1430.0,14.0,28.0,42.0,63.61,63.75,64.03,64.35,ICECREAM
810.0,18.0,36.0,54.0,46.6,47.3,47.4,47.5,Water
1140.0,5.0,10.0,15.0,29.89,29.89,29.98,29.98,FruitJuice
1690.0,7.0,14.0,21.0,77.75,77.8,77.8,77.88,Copper
2800.0,18.0,36.0,54.0,45.34,45.47,46.44,46.45,FruitJuice
2220.0,11.0,22.0,33.0,35.15,35.22,35.31,35.38,ICECREAM
1890.0,17.0,34.0,51.0,75.26,76.05,76.57,76.91,ICECREAM
330.0,20.0,40.0,60.0,30.27,30.51,30.89,31.16,CoolDrink
10.0,12.0,24.0,36.0,-0.66,-0.6,0.75,1.7,Apple
870.0,11.0,22.0,33.0,81.15,81.51,81.53,82.41,Medicine
1730.0,14.0,28.0,42.0,58.3,58.4,58.5,58.2,Water
1140.0,17.0,34.0,51.0,51.2,51.4,51.6,51.7,Water
950.0,20.0,40.0,60.0,53.2,53.72,53.96,54.04,Meat
620.0,16.0,32.0,48.0,19.59,20.26,20.36,20.42,FruitJuice
420.0,12.0,24.0,36.0,61.43,61.47,61.59,61.73,Iron
3060.0,18.0,36.0,54.0,49.83,49.91,50.16,50.2,FruitJuice
1960.0,13.0,26.0,39.0,44.73,44.83,45.04,45.14,CoolDrink
110.0,17.0,34.0,51.0,57.84,58.01,58.3,59.02,Iron
1600.0,8.0,16.0,24.0,41.01,41.11,41.22,41.22,CoolDrink
1610.0,8.0,16.0,24.0,28.225,28.345,28.49,28.49,ICECREAM
1340.0,6.0,12.0,18.0,25.315,25.385,25.385,25.485,ICECREAM
4580.0,13.0,26.0,39.0,68.45,68.53,68.58,68.68,FruitJuice
140.0,14.0,28.0,42.0,42.27,42.54,42.64,42.71,Meat
3210.0,5.0,10.0,15.0,51.38,51.4,51.4,51.72,FruitJuice
1990.0,14.0,28.0,42.0,81.15,81.19,81.35,81.56,Copper
1330.0,12.0,24.0,36.0,74.24,74.34,74.45,74.98,Copper
260.0,11.0,22.0,33.0,37.5,37.6,37.9,37.8,Water
2200.0,14.0,28.0,42.0,66.16,66.21,66.35,66.99,CoolDrink
130.0,15.0,30.0,45.0,26.21,26.43,26.45,26.51,CoolDrink
2160.0,16.0,32.0,48.0,83.08,83.62,83.76,83.8,Copper
200.0,16.0,32.0,48.0,61.9,62.58,62.81,63.61,Medicine
920.0,15.0,30.0,45.0,66.92,67.05,67.2,67.27,Iron
2420.0,15.0,30.0,45.0,88.43,88.54,88.6,88.61,Aluminium
2800.0,12.0,24.0,36.0,72.1,72.2,71.8,72.4,Water
990.0,6.0,12.0,18.0,71.24,71.29,71.29,71.41,Copper
1180.0,5.0,10.0,15.0,46.36,46.36,46.78,46.78,CoolDrink
660.0,9.0,18.0,27.0,70.55,70.56,70.78,70.88,Aluminium
2430.0,7.0,14.0,21.0,83.13,83.22,83.22,83.61,Iron
2400.0,18.0,36.0,54.0,53.91,54.22,54.69,54.96,FruitJuice
1840.0,17.0,34.0,51.0,82.17,82.29,82.33,82.53,Aluminium
2480.0,19.0,38.0,57.0,72.37,72.93,72.98,73.16,Meat
30.0,17.0,34.0,51.0,52.82,53.19,53.63,54.51,Medicine
560.0,16.0,32.0,48.0,17.485,17.745,17.83,18.05,ICECREAM
150.0,9.0,18.0,27.0,13.62,13.74,13.9,13.91,FruitJuice
2170.0,8.0,16.0,24.0,83.15,83.62,83.76,83.76,Copper
1310.0,14.0,28.0,42.0,48.65,48.78,49.33,49.34,CoolDrink
550.0,20.0,40.0,60.0,33.93,34.75,35.08,35.57,CoolDrink
620.0,6.0,12.0,18.0,18.17,18.27,18.27,18.355,ICECREAM
970.0,7.0,14.0,21.0,67.3,67.55,67.55,67.63,Iron
2560.0,11.0,22.0,33.0,87.08,87.14,87.35,87.46,Copper
3100.0,11.0,22.0,33.0,81.09,81.18,81.19,81.3,Meat
1490.0,13.0,26.0,39.0,78.85,78.95,79.18,79.19,Aluminium
1440.0,9.0,18.0,27.0,75.68,75.68,75.72,75.81,Copper
1830.0,8.0,16.0,24.0,63.61,63.62,63.83,63.83,Meat
1560.0,9.0,18.0,27.0,27.605,27.67,27.755,28.08,ICECREAM
1980.0,6.0,12.0,18.0,44.94,45.04,45.04,45.14,CoolDrink
720.0,13.0,26.0,39.0,68.71,68.78,69.4,69.57,Copper
940.0,8.0,16.0,24.0,41.29,41.81,41.89,41.89,CoolDrink
2130.0,20.0,40.0,60.0,49.63,49.85,50.22,50.38,FruitJuice
2070.0,16.0,32.0,48.0,81.68,81.76,82.21,82.62,Copper
1820.0,5.0,10.0,15.0,57.93,58.22,58.22,58.5,CoolDrink
660.0,15.0,30.0,45.0,75.49,75.75,75.79,76.42,Medicine
2890.0,16.0,32.0,48.0,47.28,47.95,48.02,48.21,FruitJuice
2180.0,16.0,32.0,48.0,47.0,47.21,47.31,47.52,CoolDrink
130.0,17.0,34.0,51.0,13.41,13.47,13.66,13.77,ICECREAM
2260.0,10.0,20.0,30.0,51.9,51.97,52.13,52.28,FruitJuice
1730.0,9.0,18.0,27.0,42.15,42.15,42.21,42.34,FruitJuice
310.0,17.0,34.0,51.0,65.4,65.46,65.67,65.83,Medicine
60.0,17.0,34.0,51.0,11.21,11.43,11.6,12.78,FruitJuice
990.0,20.0,40.0,60.0,42.41,42.7,43.53,44.16,CoolDrink
320.0,14.0,28.0,42.0,15.04,15.055,15.165,15.24,ICECREAM
1840.0,14.0,28.0,42.0,76.8,76.83,76.87,76.89,Iron
470.0,13.0,26.0,39.0,69.29,69.96,70.57,70.64,Medicine
1760.0,8.0,16.0,24.0,58.5,58.2,58.7,58.7,Water
1500.0,11.0,22.0,33.0,29.92,29.96,30.01,30.07,FruitJuice
2120.0,12.0,24.0,36.0,46.38,46.49,46.59,46.8,CoolDrink
1430.0,20.0,40.0,60.0,37.57,37.83,38.05,38.1,FruitJuice
1090.0,5.0,10.0,15.0,23.185,23.185,23.235,23.235,ICECREAM
1200.0,10.0,20.0,30.0,44.05,43.2,43.6,43.1,Water
660.0,18.0,36.0,54.0,31.3,31.5,31.71,31.81,CoolDrink
1460.0,8.0,16.0,24.0,44.7,44.6,44.5,44.5,Water
4760.0,10.0,20.0,30.0,70.27,70.37,70.38,70.38,FruitJuice
1330.0,8.0,16.0,24.0,25.26,25.315,25.385,25.385,ICECREAM
630.0,16.0,32.0,48.0,37.24,37.86,38.28,38.73,ICECREAM
2630.0,11.0,22.0,33.0,43.03,43.19,43.28,43.31,FruitJuice
4180.0,9.0,18.0,27.0,67.67,67.77,67.88,67.98,CoolDrink
850.0,14.0,28.0,42.0,70.34,70.35,70.37,70.4,Copper
3790.0,12.0,24.0,36.0,63.64,63.74,63.85,64.05,CoolDrink
590.0,15.0,30.0,45.0,35.08,35.28,35.76,35.93,CoolDrink
1940.0,16.0,32.0,48.0,83.24,83.29,83.49,83.66,Aluminium
50.0,17.0,34.0,51.0,11.14,11.37,11.43,12.22,FruitJuice
2020.0,13.0,26.0,39.0,67.28,67.35,67.4,67.66,Meat
130.0,12.0,24.0,36.0,4.17,4.3,4.8,5.68,Apple
750.0,20.0,40.0,60.0,77.79,78.47,78.8,78.95,Medicine
3120.0,7.0,14.0,21.0,71.0,71.2,71.2,71.5,Water
250.0,16.0,32.0,48.0,14.6,14.78,15.0,15.53,FruitJuice
1170.0,17.0,34.0,51.0,69.57,69.66,69.72,69.91,Iron
250.0,12.0,24.0,36.0,7.64,8.64,9.7,10.01,Apple
740.0,14.0,28.0,42.0,71.5,71.74,71.9,71.98,Aluminium
80.0,10.0,20.0,30.0,57.41,57.55,57.56,57.84,Iron
1000.0,18.0,36.0,54.0,73.82,73.96,74.1,74.18,Aluminium
30.0,11.0,22.0,33.0,52.82,52.96,53.19,53.63,Medicine
1870.0,18.0,36.0,54.0,80.06,80.54,80.6,80.61,Copper
40.0,14.0,28.0,42.0,17.9,19.4,20.8,21.9,Water
2120.0,14.0,28.0,42.0,82.62,82.96,83.07,83.08,Copper
620.0,18.0,36.0,54.0,25.24,25.29,25.66,26.5,Apple
1460.0,18.0,36.0,54.0,64.03,64.71,65.34,65.85,ICECREAM
1990.0,10.0,20.0,30.0,32.39,32.44,32.705,32.795,ICECREAM
450.0,7.0,14.0,21.0,40.5,40.4,40.4,40.6,Water
2700.0,8.0,16.0,24.0,52.38,52.48,52.58,52.58,CoolDrink
50.0,12.0,24.0,36.0,20.57,21.05,21.3,21.97,ICECREAM
420.0,10.0,20.0,30.0,67.55,67.62,68.04,68.11,Medicine
80.0,20.0,40.0,60.0,25.3,25.51,25.72,25.92,CoolDrink
1490.0,17.0,34.0,51.0,73.21,73.58,73.81,74.04,Iron
1580.0,13.0,26.0,39.0,74.57,74.65,74.86,74.86,Iron
3130.0,20.0,40.0,60.0,75.3,75.6,74.4,74.8,Water
290.0,18.0,36.0,54.0,17.17,17.72,17.87,18.84,FruitJuice
600.0,17.0,34.0,51.0,23.73,25.24,25.25,25.46,Apple
2320.0,11.0,22.0,33.0,53.04,53.07,53.09,53.45,FruitJuice
460.0,10.0,20.0,30.0,32.46,32.55,32.61,32.68,CoolDrink
730.0,6.0,12.0,18.0,28.28,28.62,28.62,28.78,Apple
3190.0,9.0,18.0,27.0,72.7,72.8,73.2,73.4,Water
530.0,11.0,22.0,33.0,17.205,17.28,17.33,17.485,ICECREAM
990.0,13.0,26.0,39.0,43.8,43.5,43.5,44.2,Water
1450.0,18.0,36.0,54.0,50.22,51.01,51.45,51.5,CoolDrink
1300.0,7.0,14.0,21.0,70.89,70.99,70.99,71.06,Iron
200.0,8.0,16.0,24.0,14.76,14.87,15.41,15.41,FruitJuice
1380.0,14.0,28.0,42.0,25.64,25.85,26.18,26.275,ICECREAM
80.0,20.0,40.0,60.0,21.9,24.3,26.2,29.1,Water
3020.0,5.0,10.0,15.0,49.15,49.19,49.19,49.48,FruitJuice
620.0,10.0,20.0,30.0,42.0,41.7,42.2,41.9,Water
190.0,19.0,38.0,57.0,13.97,14.18,14.37,14.585,ICECREAM
770.0,7.0,14.0,21.0,19.5,19.63,19.63,19.73,ICECREAM
1050.0,20.0,40.0,60.0,29.09,29.3,29.45,29.73,FruitJuice
1900.0,12.0,24.0,36.0,82.57,82.61,82.66,83.24,Aluminium
1000.0,19.0,38.0,57.0,39.67,41.21,42.28,42.79,Apple
630.0,6.0,12.0,18.0,74.25,74.36,74.36,75.26,Medicine
2220.0,7.0,14.0,21.0,51.09,51.19,51.19,51.73,FruitJuice
50.0,8.0,16.0,24.0,1.7,2.46,2.55,2.55,Apple
1710.0,20.0,40.0,60.0,55.65,55.74,56.39,56.94,CoolDrink
2060.0,19.0,38.0,57.0,81.65,81.68,82.21,82.62,Copper
1290.0,6.0,12.0,18.0,37.81,37.91,37.91,38.01,CoolDrink
1560.0,11.0,22.0,33.0,30.58,30.79,30.79,30.84,FruitJuice
1210.0,12.0,24.0,36.0,69.79,69.91,70.28,70.39,Iron
270.0,10.0,20.0,30.0,63.67,63.71,63.83,63.85,Copper
600.0,18.0,36.0,54.0,41.2,42.0,42.2,41.9,Water
860.0,15.0,30.0,45.0,52.24,52.32,52.6,52.61,Meat
1200.0,5.0,10.0,15.0,73.29,73.29,73.29,73.29,Copper
2070.0,13.0,26.0,39.0,62.5,62.6,62.8,62.6,Water
980.0,5.0,10.0,15.0,53.85,53.85,53.96,53.96,Meat
610.0,6.0,12.0,18.0,24.99,25.24,25.24,25.25,Apple
920.0,19.0,38.0,57.0,21.32,21.455,21.58,21.88,ICECREAM
1060.0,7.0,14.0,21.0,74.21,74.51,74.51,74.54,Aluminium
910.0,18.0,36.0,54.0,83.33,84.2,84.2,84.2,Medicine
4520.0,8.0,16.0,24.0,67.57,67.57,67.9,67.9,FruitJuice
1930.0,7.0,14.0,21.0,60.29,60.36,60.36,60.9,CoolDrink
2050.0,12.0,24.0,36.0,45.66,45.76,45.87,46.07,CoolDrink
4010.0,18.0,36.0,54.0,62.05,62.23,62.51,62.83,FruitJuice
2640.0,12.0,24.0,36.0,86.1,86.35,86.41,86.6,Iron
2140.0,11.0,22.0,33.0,84.68,84.7,84.86,84.93,Aluminium
2300.0,17.0,34.0,51.0,86.31,86.75,87.13,87.64,Aluminium
2370.0,6.0,12.0,18.0,37.205,37.275,37.275,37.335,ICECREAM
250.0,16.0,32.0,48.0,7.64,9.7,9.83,10.15,Apple
900.0,18.0,36.0,54.0,33.78,33.98,34.19,34.29,CoolDrink
260.0,17.0,34.0,51.0,63.77,63.86,64.56,65.4,Medicine
1060.0,13.0,26.0,39.0,42.79,42.79,43.76,44.1,Apple
2820.0,10.0,20.0,30.0,89.6,89.73,89.75,89.78,Copper
2020.0,16.0,32.0,48.0,78.02,78.54,78.58,78.74,Iron
410.0,11.0,22.0,33.0,45.94,45.94,45.98,46.26,Meat
1000.0,18.0,36.0,54.0,24.3,24.36,24.54,24.74,FruitJuice
250.0,14.0,28.0,42.0,37.3,37.5,37.9,37.8,Water
2690.0,20.0,40.0,60.0,90.97,91.03,91.05,91.15,Aluminium
520.0,16.0,32.0,48.0,17.19,17.28,17.33,17.525,ICECREAM
3000.0,8.0,16.0,24.0,68.6,68.8,69.0,69.0,Water
1670.0,20.0,40.0,60.0,70.4,70.66,71.48,71.83,ICECREAM
1850.0,10.0,20.0,30.0,58.66,59.15,59.25,59.34,CoolDrink
840.0,15.0,30.0,45.0,51.59,51.66,52.32,52.48,Meat
60.0,13.0,26.0,39.0,41.65,41.8,42.12,42.18,Meat
1550.0,8.0,16.0,24.0,40.49,40.6,40.7,40.7,CoolDrink
2960.0,18.0,36.0,54.0,90.46,90.54,91.04,91.18,Copper
700.0,7.0,14.0,21.0,27.43,27.45,27.45,27.48,Apple
100.0,11.0,22.0,33.0,42.18,42.18,42.22,42.24,Meat
2470.0,19.0,38.0,57.0,72.14,72.88,72.98,73.11,Meat
480.0,15.0,30.0,45.0,69.96,70.57,70.64,70.84,Medicine
1710.0,17.0,34.0,51.0,71.48,71.83,72.37,72.59,ICECREAM
290.0,15.0,30.0,45.0,10.01,10.15,12.19,12.28,Apple
2200.0,8.0,16.0,24.0,80.31,80.38,80.68,80.68,Iron
2390.0,12.0,24.0,36.0,49.17,49.28,49.38,49.59,CoolDrink
2870.0,6.0,12.0,18.0,65.7,65.9,65.9,66.1,Water
30.0,18.0,36.0,54.0,34.5,34.5,34.6,34.8,Water
1620.0,19.0,38.0,57.0,53.7,53.84,54.52,54.78,CoolDrink
1460.0,12.0,24.0,36.0,44.7,44.6,44.5,44.8,Water
3070.0,8.0,16.0,24.0,80.62,80.7,80.85,80.85,Meat
1060.0,10.0,20.0,30.0,35.43,35.53,35.64,35.74,CoolDrink
2300.0,8.0,16.0,24.0,69.98,70.14,70.17,70.17,Meat
2630.0,14.0,28.0,42.0,60.4,60.7,61.1,61.3,Water
360.0,15.0,30.0,45.0,64.36,64.4,64.59,64.59,Copper
2540.0,10.0,20.0,30.0,84.77,85.11,85.18,85.24,Iron
2640.0,8.0,16.0,24.0,51.76,51.86,51.96,51.96,CoolDrink
2180.0,7.0,14.0,21.0,83.62,83.76,83.76,83.78,Copper
1160.0,20.0,40.0,60.0,23.725,23.93,24.165,24.285,ICECREAM
1050.0,12.0,24.0,36.0,35.33,35.43,35.53,35.74,CoolDrink
100.0,19.0,38.0,57.0,56.25,58.16,58.78,59.64,Medicine
1310.0,18.0,36.0,54.0,77.3,77.73,77.8,77.88,Aluminium
1080.0,18.0,36.0,54.0,29.41,29.64,29.82,29.88,FruitJuice
150.0,14.0,28.0,42.0,59.47,59.64,61.0,61.11,Medicine
860.0,10.0,20.0,30.0,66.31,66.35,66.4,66.61,Iron
2140.0,19.0,38.0,57.0,37.6,37.79,38.02,38.15,FruitJuice
490.0,10.0,20.0,30.0,17.84,17.85,18.05,18.11,FruitJuice
1920.0,13.0,26.0,39.0,80.61,80.7,80.74,80.78,Copper
1310.0,16.0,32.0,48.0,74.21,74.24,74.34,74.76,Copper
2540.0,6.0,12.0,18.0,86.8,86.83,86.83,87.08,Copper
350.0,11.0,22.0,33.0,29.16,29.27,29.56,29.76,ICECREAM
1370.0,17.0,34.0,51.0,25.52,25.85,25.95,26.275,ICECREAM
860.0,15.0,30.0,45.0,81.12,81.51,81.53,83.33,Medicine
1140.0,12.0,24.0,36.0,55.39,55.52,55.55,55.64,Meat
1000.0,12.0,24.0,36.0,73.82,73.91,73.96,74.1,Aluminium
550.0,14.0,28.0,42.0,21.49,21.58,21.65,21.72,FruitJuice
930.0,16.0,32.0,48.0,41.23,41.81,41.89,42.35,CoolDrink
540.0,19.0,38.0,57.0,65.73,66.31,66.5,66.69,Copper
1760.0,5.0,10.0,15.0,42.34,42.79,42.79,42.82,FruitJuice
2280.0,10.0,20.0,30.0,64.9,64.8,64.9,65.5,Water
10.0,20.0,40.0,60.0,-0.66,0.75,1.7,2.55,Apple
2270.0,15.0,30.0,45.0,47.93,48.14,48.24,48.45,CoolDrink
2440.0,8.0,16.0,24.0,53.6,53.8,56.2,56.2,Water
1340.0,8.0,16.0,24.0,58.34,58.35,58.38,58.38,Meat
940.0,17.0,34.0,51.0,70.64,70.81,70.86,71.24,Copper
1490.0,8.0,16.0,24.0,78.85,78.95,79.01,79.01,Aluminium
2040.0,8.0,16.0,24.0,63.29,63.7,63.71,63.71,CoolDrink
60.0,11.0,22.0,33.0,34.6,34.6,34.8,34.7,Water
30.0,10.0,20.0,30.0,17.1,17.9,19.4,20.3,Water
1500.0,14.0,28.0,42.0,75.96,76.02,76.2,76.24,Copper
2950.0,5.0,10.0,15.0,74.0,74.3,74.3,74.6,Water
2850.0,20.0,40.0,60.0,62.84,63.38,63.56,63.89,FruitJuice
70.0,5.0,10.0,15.0,2.55,2.55,2.81,2.81,Apple
1170.0,10.0,20.0,30.0,51.6,51.6,51.7,51.4,Water
90.0,5.0,10.0,15.0,65.6,65.6,65.7,65.7,Aluminium
3810.0,20.0,40.0,60.0,63.85,64.05,64.26,64.47,CoolDrink
1580.0,17.0,34.0,51.0,27.755,28.165,28.225,28.49,ICECREAM
2480.0,7.0,14.0,21.0,86.2,86.25,86.25,86.26,Copper
40.0,16.0,32.0,48.0,11.03,11.21,11.37,11.6,FruitJuice
2600.0,18.0,36.0,54.0,58.82,58.94,59.29,59.37,FruitJuice
810.0,6.0,12.0,18.0,39.75,39.85,39.85,40.2,CoolDrink
1290.0,10.0,20.0,30.0,48.55,48.55,48.65,48.78,CoolDrink
130.0,7.0,14.0,21.0,4.17,4.3,4.3,4.8,Apple
1610.0,19.0,38.0,57.0,53.49,53.84,54.19,54.68,CoolDrink
10.0,14.0,28.0,42.0,51.96,52.44,52.96,53.19,Medicine
740.0,16.0,32.0,48.0,50.75,50.86,50.9,51.19,Meat
1450.0,11.0,22.0,33.0,50.22,50.66,51.01,51.03,CoolDrink
1700.0,14.0,28.0,42.0,75.19,75.31,75.89,75.9,Iron
870.0,15.0,30.0,45.0,70.36,70.37,70.43,70.43,Copper
2650.0,17.0,34.0,51.0,51.86,52.07,52.17,52.38,CoolDrink
1810.0,12.0,24.0,36.0,30.615,30.765,30.855,31.15,ICECREAM
1080.0,11.0,22.0,33.0,72.08,72.16,72.19,72.23,Copper
970.0,5.0,10.0,15.0,48.6,48.6,48.6,48.6,Water
1780.0,11.0,22.0,33.0,63.1,63.2,63.37,63.38,Meat
4410.0,17.0,34.0,51.0,66.51,66.67,66.71,66.82,FruitJuice
1340.0,8.0,16.0,24.0,58.34,58.35,58.38,58.38,Meat
1000.0,11.0,22.0,33.0,54.04,54.04,54.21,54.37,Meat
2010.0,5.0,10.0,15.0,78.22,78.22,78.22,78.22,ICECREAM
1250.0,9.0,18.0,27.0,56.94,57.24,57.53,57.83,Meat
1880.0,12.0,24.0,36.0,82.37,82.53,82.57,82.66,Aluminium
390.0,10.0,20.0,30.0,38.8,38.4,38.2,38.9,Water
2600.0,13.0,26.0,39.0,42.68,42.8,43.03,43.19,FruitJuice
570.0,17.0,34.0,51.0,66.5,66.56,66.69,66.97,Copper
1340.0,7.0,14.0,21.0,71.29,71.35,71.35,71.6,Iron
310.0,8.0,16.0,24.0,15.02,15.04,15.055,15.055,ICECREAM
3260.0,10.0,20.0,30.0,74.2,74.4,74.6,74.8,Water
880.0,14.0,28.0,42.0,43.7,44.2,44.1,43.9,Water
680.0,6.0,12.0,18.0,42.6,42.3,42.3,41.9,Water
4230.0,14.0,28.0,42.0,64.95,65.1,65.34,65.45,FruitJuice
2130.0,7.0,14.0,21.0,49.63,49.76,49.76,49.85,FruitJuice
2090.0,17.0,34.0,51.0,49.18,49.54,49.61,49.76,FruitJuice
3940.0,11.0,22.0,33.0,61.17,61.33,61.47,61.47,FruitJuice
490.0,15.0,30.0,45.0,70.46,70.57,70.84,71.49,Medicine
410.0,20.0,40.0,60.0,20.18,20.49,20.65,20.81,FruitJuice
120.0,20.0,40.0,60.0,57.85,58.3,59.02,59.15,Iron
240.0,5.0,10.0,15.0,63.41,63.41,63.53,63.53,Copper
2400.0,7.0,14.0,21.0,37.37,37.46,37.46,37.64,ICECREAM
590.0,16.0,32.0,48.0,35.08,35.57,35.76,36.49,CoolDrink
660.0,10.0,20.0,30.0,25.66,26.5,26.79,27.13,Apple
1720.0,5.0,10.0,15.0,29.475,29.515,29.515,29.895,ICECREAM
2120.0,19.0,38.0,57.0,46.38,46.59,46.8,47.0,CoolDrink
1380.0,20.0,40.0,60.0,71.81,72.05,72.47,72.66,Iron
570.0,19.0,38.0,57.0,63.43,63.53,63.55,63.71,Iron
490.0,10.0,20.0,30.0,20.01,20.6,20.91,21.46,Apple
1420.0,10.0,20.0,30.0,39.15,39.25,39.36,39.46,CoolDrink
390.0,20.0,40.0,60.0,68.35,68.65,68.7,68.74,Aluminium
960.0,17.0,34.0,51.0,27.54,27.89,27.92,28.37,FruitJuice
830.0,17.0,34.0,51.0,79.66,80.98,81.12,81.51,Medicine
1580.0,7.0,14.0,21.0,74.57,74.65,74.65,74.7,Iron
770.0,9.0,18.0,27.0,40.56,40.78,41.14,41.84,ICECREAM
300.0,14.0,28.0,42.0,27.92,28.51,28.91,29.11,ICECREAM
710.0,19.0,38.0,57.0,65.01,65.1,65.34,65.5,Iron
2320.0,8.0,16.0,24.0,84.94,85.16,85.36,85.36,Copper
2240.0,9.0,18.0,27.0,84.24,84.25,84.55,84.72,Copper
1480.0,7.0,14.0,21.0,75.87,75.93,75.93,75.96,Copper
490.0,20.0,40.0,60.0,65.21,65.27,65.72,65.73,Copper
1050.0,13.0,26.0,39.0,35.33,35.43,35.64,35.74,CoolDrink
1120.0,17.0,34.0,51.0,53.21,54.16,54.58,54.79,ICECREAM
350.0,11.0,22.0,33.0,30.51,30.74,30.89,31.14,CoolDrink
1810.0,7.0,14.0,21.0,43.06,43.3,43.3,43.61,FruitJuice
2890.0,11.0,22.0,33.0,77.61,77.61,77.72,77.74,Meat
2280.0,18.0,36.0,54.0,81.67,82.06,82.14,82.56,Iron
3030.0,15.0,30.0,45.0,69.2,69.6,69.8,70.2,Water
2690.0,13.0,26.0,39.0,59.9,60.14,60.79,60.79,FruitJuice
2380.0,10.0,20.0,30.0,82.79,82.82,82.9,82.95,Iron
480.0,18.0,36.0,54.0,29.44,29.64,29.85,29.95,CoolDrink
940.0,15.0,30.0,45.0,23.6,23.65,23.95,24.18,FruitJuice
2320.0,14.0,28.0,42.0,86.75,87.13,87.64,87.74,Aluminium
1050.0,15.0,30.0,45.0,42.6,42.79,42.97,44.1,Apple
710.0,6.0,12.0,18.0,39.28,39.36,39.36,39.42,ICECREAM
400.0,19.0,38.0,57.0,16.32,17.15,18.1,18.47,Apple
2620.0,9.0,18.0,27.0,69.6,69.2,69.6,69.7,Water
1210.0,13.0,26.0,39.0,55.54,55.83,56.42,56.84,ICECREAM
790.0,18.0,36.0,54.0,46.2,46.6,47.3,46.9,Water
700.0,7.0,14.0,21.0,44.8,44.7,44.7,45.0,Water
340.0,10.0,20.0,30.0,68.08,68.12,68.18,68.28,Aluminium
1350.0,14.0,28.0,42.0,74.45,74.76,75.05,75.12,Copper
380.0,8.0,16.0,24.0,66.97,67.08,67.49,67.49,Medicine
1060.0,6.0,12.0,18.0,22.96,23.005,23.005,23.035,ICECREAM
1920.0,10.0,20.0,30.0,82.66,83.07,83.24,83.26,Aluminium
1970.0,16.0,32.0,48.0,77.7,78.02,78.15,78.22,ICECREAM
2830.0,18.0,36.0,54.0,46.25,46.45,46.93,47.27,FruitJuice
1860.0,9.0,18.0,27.0,59.15,59.25,59.34,59.59,CoolDrink
2850.0,7.0,14.0,21.0,53.93,54.03,54.03,54.13,CoolDrink
1830.0,15.0,30.0,45.0,74.34,74.6,74.71,75.2,ICECREAM
320.0,13.0,26.0,39.0,30.09,30.27,30.51,30.74,CoolDrink
1540.0,10.0,20.0,30.0,30.26,30.44,30.58,30.79,FruitJuice
260.0,18.0,36.0,54.0,14.64,15.0,15.53,15.54,FruitJuice
2040.0,18.0,36.0,54.0,33.03,33.28,33.535,33.61,ICECREAM
270.0,18.0,36.0,54.0,37.6,37.8,37.7,37.9,Water
1410.0,7.0,14.0,21.0,39.05,39.15,39.15,39.25,CoolDrink
2490.0,13.0,26.0,39.0,67.0,67.3,67.5,67.8,Water
1990.0,8.0,16.0,24.0,66.89,66.95,67.04,67.04,Meat
