time_1,time_2,time_3,time_4,temp_1,temp_2,temp_3,temp_4,Cold Object
3610.0,10.0,20.0,30.0,61.78,61.88,61.99,62.09,CoolDrink
940.0,18.0,36.0,54.0,67.16,67.27,67.55,67.63,Iron
1460.0,8.0,16.0,24.0,39.56,39.67,39.77,39.77,CoolDrink
1600.0,16.0,32.0,48.0,28.165,28.345,28.49,28.615,ICECREAM
3010.0,8.0,16.0,24.0,79.25,79.46,79.54,79.54,Meat
840.0,19.0,38.0,57.0,66.24,66.31,66.4,66.69,Iron
970.0,6.0,12.0,18.0,70.86,71.11,71.11,71.24,Copper
2450.0,19.0,38.0,57.0,71.98,72.14,72.88,72.98,Meat
1540.0,18.0,36.0,54.0,30.26,30.58,30.79,30.84,FruitJuice
3150.0,13.0,26.0,39.0,75.6,74.2,74.6,74.8,Water
250.0,7.0,14.0,21.0,43.79,43.96,43.96,43.97,Meat
2210.0,19.0,38.0,57.0,63.5,64.1,64.4,64.5,Water
2810.0,18.0,36.0,54.0,45.44,46.25,46.45,46.74,FruitJuice
1880.0,9.0,18.0,27.0,59.34,59.59,59.6,59.67,CoolDrink
270.0,11.0,22.0,33.0,14.78,15.0,15.37,15.53,FruitJuice
250.0,19.0,38.0,57.0,59.91,59.96,60.42,60.87,Iron
340.0,11.0,22.0,33.0,12.42,12.61,12.88,12.89,Apple
2390.0,6.0,12.0,18.0,37.335,37.37,37.37,37.46,ICECREAM
1440.0,19.0,38.0,57.0,63.75,64.03,64.71,65.34,ICECREAM
660.0,18.0,36.0,54.0,64.11,64.47,64.95,65.01,Iron
680.0,14.0,28.0,42.0,18.67,18.74,18.96,19.165,ICECREAM
1610.0,17.0,34.0,51.0,68.08,68.74,69.25,70.31,ICECREAM
740.0,7.0,14.0,21.0,69.07,69.4,69.4,69.57,Copper
600.0,5.0,10.0,15.0,42.8,42.8,43.1,43.1,Water
1530.0,15.0,30.0,45.0,40.29,40.39,40.6,40.7,CoolDrink
1050.0,6.0,12.0,18.0,42.6,42.79,42.79,42.79,Apple
1290.0,15.0,30.0,45.0,58.48,58.93,59.13,59.46,ICECREAM
1220.0,13.0,26.0,39.0,55.83,56.01,56.84,57.5,ICECREAM
30.0,8.0,16.0,24.0,52.82,52.96,53.19,53.19,Medicine
2110.0,9.0,18.0,27.0,47.5,47.5,47.5,47.5,Water
350.0,14.0,28.0,42.0,68.12,68.18,68.33,68.35,Aluminium
2190.0,11.0,22.0,33.0,66.01,66.16,66.21,66.22,CoolDrink
600.0,15.0,30.0,45.0,63.54,63.55,63.71,63.81,Iron
300.0,10.0,20.0,30.0,63.85,63.9,63.92,63.98,Copper
340.0,16.0,32.0,48.0,16.27,16.47,16.63,16.82,FruitJuice
570.0,20.0,40.0,60.0,22.93,23.67,24.99,25.25,Apple
2560.0,20.0,40.0,60.0,50.93,51.14,51.34,51.55,CoolDrink
1960.0,10.0,20.0,30.0,77.62,77.66,77.77,77.79,Iron
2830.0,8.0,16.0,24.0,46.25,46.44,46.45,46.45,FruitJuice
3240.0,15.0,30.0,45.0,73.8,74.2,74.4,74.8,Water
1120.0,10.0,20.0,30.0,55.1,55.2,55.39,55.52,Meat
1280.0,16.0,32.0,48.0,48.21,48.55,48.65,48.96,CoolDrink
540.0,12.0,24.0,36.0,30.06,30.16,30.26,30.47,CoolDrink
1040.0,17.0,34.0,51.0,44.14,44.83,45.03,45.13,CoolDrink
860.0,16.0,32.0,48.0,43.6,43.7,44.2,44.1,Water
3790.0,7.0,14.0,21.0,63.64,63.74,63.74,63.85,CoolDrink
900.0,5.0,10.0,15.0,22.96,22.96,23.24,23.24,FruitJuice
2250.0,18.0,36.0,54.0,81.31,81.45,81.86,82.06,Iron
2650.0,14.0,28.0,42.0,60.9,61.1,61.5,61.7,Water
1400.0,19.0,38.0,57.0,49.74,49.84,49.95,50.66,CoolDrink
1480.0,14.0,28.0,42.0,78.77,78.85,79.01,79.18,Aluminium
970.0,12.0,24.0,36.0,73.64,73.65,73.71,73.91,Aluminium
620.0,5.0,10.0,15.0,35.76,35.76,35.93,35.93,CoolDrink
980.0,8.0,16.0,24.0,73.65,73.71,73.82,73.82,Aluminium
610.0,20.0,40.0,60.0,22.0,22.15,22.63,22.83,FruitJuice
2510.0,13.0,26.0,39.0,89.05,89.21,89.45,89.46,Aluminium
1130.0,12.0,24.0,36.0,23.395,23.45,23.48,23.815,ICECREAM
140.0,14.0,28.0,42.0,62.52,62.56,62.7,62.75,Copper
2760.0,14.0,28.0,42.0,87.04,87.07,87.13,87.29,Iron
970.0,16.0,32.0,48.0,27.79,27.92,28.37,28.63,FruitJuice
1810.0,5.0,10.0,15.0,79.48,79.48,79.66,79.66,Copper
2810.0,7.0,14.0,21.0,62.46,62.69,62.69,62.73,FruitJuice
2260.0,19.0,38.0,57.0,64.5,64.9,64.9,65.2,Water
400.0,17.0,34.0,51.0,20.16,20.38,20.49,20.65,FruitJuice
10.0,8.0,16.0,24.0,9.97,10.34,10.55,10.55,FruitJuice
1260.0,16.0,32.0,48.0,47.77,48.96,49.03,49.82,Apple
2230.0,11.0,22.0,33.0,48.4,48.7,48.6,48.1,Water
2470.0,9.0,18.0,27.0,72.14,72.37,72.88,72.93,Meat
730.0,16.0,32.0,48.0,44.9,45.6,45.5,46.3,Water
2830.0,14.0,28.0,42.0,72.6,72.4,73.1,72.8,Water
990.0,10.0,20.0,30.0,43.8,43.5,43.6,43.5,Water
460.0,6.0,12.0,18.0,68.92,69.29,69.29,69.96,Medicine
840.0,18.0,36.0,54.0,80.16,81.12,81.51,81.53,Medicine
1140.0,14.0,28.0,42.0,54.16,54.58,54.79,54.96,ICECREAM
370.0,12.0,24.0,36.0,15.5,15.61,15.93,16.185,ICECREAM
1700.0,11.0,22.0,33.0,70.72,71.48,71.58,71.83,ICECREAM
2520.0,11.0,22.0,33.0,57.1,57.13,57.13,57.61,FruitJuice
3690.0,8.0,16.0,24.0,62.61,62.71,62.81,62.81,CoolDrink
2130.0,10.0,20.0,30.0,46.49,46.59,46.69,46.8,CoolDrink
790.0,5.0,10.0,15.0,19.73,19.73,19.82,19.82,ICECREAM
1920.0,8.0,16.0,24.0,59.9,60.29,60.36,60.36,CoolDrink
3130.0,14.0,28.0,42.0,50.5,50.51,50.72,51.14,FruitJuice
350.0,16.0,32.0,48.0,65.77,65.83,66.97,67.49,Medicine
450.0,12.0,24.0,36.0,20.65,20.66,20.81,21.02,FruitJuice
1080.0,19.0,38.0,57.0,54.75,54.98,55.1,55.39,Meat
540.0,8.0,16.0,24.0,62.96,62.98,63.08,63.08,Iron
540.0,6.0,12.0,18.0,71.95,72.28,72.28,72.75,Medicine
290.0,15.0,30.0,45.0,37.8,37.6,37.9,38.3,Water
1710.0,18.0,36.0,54.0,80.69,81.08,81.12,81.37,Aluminium
2330.0,13.0,26.0,39.0,87.13,87.38,87.74,87.75,Aluminium
690.0,19.0,38.0,57.0,27.13,27.45,28.28,28.78,Apple
490.0,16.0,32.0,48.0,33.46,34.24,34.76,35.0,ICECREAM
100.0,5.0,10.0,15.0,56.25,57.08,57.08,57.08,Medicine
2680.0,20.0,40.0,60.0,43.4,43.57,44.02,44.31,FruitJuice
1460.0,14.0,28.0,42.0,44.7,44.6,44.6,44.8,Water
1960.0,6.0,12.0,18.0,46.22,46.72,46.72,46.83,FruitJuice
1250.0,18.0,36.0,54.0,46.93,48.56,49.03,49.69,Apple
690.0,19.0,38.0,57.0,75.79,76.42,76.87,77.79,Medicine
3050.0,16.0,32.0,48.0,79.79,80.62,80.7,81.09,Meat
2110.0,7.0,14.0,21.0,47.5,47.5,47.5,47.5,Water
990.0,12.0,24.0,36.0,43.8,43.5,43.6,44.2,Water
1040.0,16.0,32.0,48.0,42.28,42.79,42.79,43.76,Apple
790.0,18.0,36.0,54.0,41.14,41.88,42.57,43.06,ICECREAM
1080.0,6.0,12.0,18.0,74.54,74.55,74.55,74.65,Aluminium
2000.0,20.0,40.0,60.0,62.03,62.77,63.29,63.71,CoolDrink
1090.0,6.0,12.0,18.0,43.76,44.1,44.1,44.17,Apple
480.0,16.0,32.0,48.0,16.79,16.885,17.025,17.205,ICECREAM
660.0,10.0,20.0,30.0,67.83,67.85,68.1,68.24,Copper
1580.0,8.0,16.0,24.0,74.57,74.65,74.7,74.7,Iron
790.0,6.0,12.0,18.0,78.8,78.82,78.82,78.95,Medicine
680.0,20.0,40.0,60.0,37.31,37.6,38.17,38.45,CoolDrink
2880.0,9.0,18.0,27.0,90.02,90.05,90.17,90.23,Copper
640.0,14.0,28.0,42.0,48.86,48.87,49.33,49.35,Meat
2750.0,7.0,14.0,21.0,63.1,63.3,63.3,63.7,Water
3180.0,16.0,32.0,48.0,72.5,72.8,73.2,73.6,Water
1310.0,18.0,36.0,54.0,70.99,71.24,71.35,71.6,Iron
1390.0,19.0,38.0,57.0,75.12,75.45,75.53,75.68,Copper
690.0,19.0,38.0,57.0,22.9,22.97,23.2,23.89,FruitJuice
480.0,7.0,14.0,21.0,62.16,62.21,62.21,62.38,Iron
4500.0,18.0,36.0,54.0,67.54,67.57,67.9,67.96,FruitJuice
970.0,5.0,10.0,15.0,23.95,23.95,24.18,24.18,FruitJuice
2140.0,9.0,18.0,27.0,82.99,83.07,83.08,83.15,Copper
2250.0,20.0,40.0,60.0,38.54,39.07,39.26,39.67,FruitJuice
330.0,14.0,28.0,42.0,12.28,12.42,12.88,12.89,Apple
870.0,20.0,40.0,60.0,43.5,44.2,44.1,44.6,Water
250.0,6.0,12.0,18.0,37.3,37.5,37.5,37.6,Water
3010.0,9.0,18.0,27.0,93.02,93.03,93.03,93.03,Aluminium
2630.0,14.0,28.0,42.0,43.03,43.19,43.31,43.39,FruitJuice
190.0,7.0,14.0,21.0,27.5,27.74,27.74,28.29,CoolDrink
260.0,5.0,10.0,15.0,14.625,14.625,14.645,14.645,ICECREAM
990.0,8.0,16.0,24.0,43.8,43.5,43.6,43.6,Water
480.0,10.0,20.0,30.0,18.71,20.01,20.6,20.91,Apple
560.0,8.0,16.0,24.0,72.75,72.97,73.1,73.1,Medicine
1960.0,19.0,38.0,57.0,83.29,83.65,83.75,83.87,Aluminium
1170.0,6.0,12.0,18.0,75.57,75.79,75.79,75.88,Aluminium
1280.0,7.0,14.0,21.0,57.96,58.48,58.48,58.8,ICECREAM
750.0,7.0,14.0,21.0,28.78,29.28,29.28,30.42,Apple
1800.0,5.0,10.0,15.0,73.3,73.81,73.81,74.24,ICECREAM
1230.0,11.0,22.0,33.0,27.46,27.46,27.56,27.63,FruitJuice
2200.0,19.0,38.0,57.0,34.94,35.15,35.31,35.635,ICECREAM
690.0,5.0,10.0,15.0,68.24,68.24,68.3,68.3,Copper
1030.0,8.0,16.0,24.0,71.71,71.76,71.96,71.96,Copper
2540.0,12.0,24.0,36.0,68.3,68.4,68.4,68.8,Water
700.0,18.0,36.0,54.0,70.91,71.09,71.5,71.74,Aluminium
1760.0,5.0,10.0,15.0,30.095,30.195,30.195,30.37,ICECREAM
1580.0,20.0,40.0,60.0,52.64,52.8,53.7,53.84,CoolDrink
590.0,20.0,40.0,60.0,73.48,73.9,74.25,75.26,Medicine
1100.0,14.0,28.0,42.0,45.19,45.5,45.58,45.76,CoolDrink
3330.0,6.0,12.0,18.0,75.6,76.8,76.8,76.8,Water
2030.0,6.0,12.0,18.0,48.12,48.67,48.67,48.71,FruitJuice
670.0,18.0,36.0,54.0,38.44,39.2,39.28,39.36,ICECREAM
570.0,10.0,20.0,30.0,42.3,42.6,43.0,42.8,Water
2870.0,13.0,26.0,39.0,46.93,47.27,47.46,47.95,FruitJuice
1080.0,14.0,28.0,42.0,29.41,29.45,29.73,29.82,FruitJuice
70.0,14.0,28.0,42.0,65.26,65.43,65.7,65.83,Aluminium
40.0,19.0,38.0,57.0,64.94,65.21,65.43,65.7,Aluminium
2240.0,14.0,28.0,42.0,51.73,51.84,51.97,52.13,FruitJuice
780.0,18.0,36.0,54.0,65.61,65.82,66.0,66.07,Iron
160.0,17.0,34.0,51.0,23.16,24.18,24.3,25.86,ICECREAM
650.0,9.0,18.0,27.0,75.26,75.49,75.7,75.75,Medicine
210.0,18.0,36.0,54.0,25.86,26.27,27.09,27.32,ICECREAM
2650.0,8.0,16.0,24.0,59.37,59.53,59.79,59.79,FruitJuice
1480.0,18.0,36.0,54.0,38.06,38.15,38.19,38.4,FruitJuice
590.0,16.0,32.0,48.0,23.67,24.99,25.24,25.29,Apple
1170.0,8.0,16.0,24.0,26.64,26.75,26.76,26.76,FruitJuice
2160.0,10.0,20.0,30.0,46.8,46.9,47.0,47.11,CoolDrink
380.0,13.0,26.0,39.0,66.97,67.08,67.5,67.55,Medicine
990.0,11.0,22.0,33.0,67.63,67.74,67.85,67.89,Iron
2890.0,11.0,22.0,33.0,73.2,73.6,72.8,73.9,Water
550.0,10.0,20.0,30.0,35.14,35.36,35.46,35.96,ICECREAM
310.0,14.0,28.0,42.0,10.86,12.19,12.42,12.61,Apple
2230.0,14.0,28.0,42.0,51.19,51.73,51.9,51.97,FruitJuice
1050.0,14.0,28.0,42.0,29.09,29.18,29.41,29.45,FruitJuice
2060.0,13.0,26.0,39.0,84.16,84.2,84.4,84.46,Aluminium
2850.0,9.0,18.0,27.0,89.78,89.91,89.93,90.02,Copper
1250.0,19.0,38.0,57.0,33.21,33.71,34.28,34.38,FruitJuice
1850.0,17.0,34.0,51.0,76.83,76.87,76.89,77.16,Iron
700.0,20.0,40.0,60.0,70.91,71.09,71.5,71.76,Aluminium
1570.0,15.0,30.0,45.0,76.54,76.64,76.8,76.9,Copper
3850.0,19.0,38.0,57.0,59.41,59.96,60.3,60.94,FruitJuice
890.0,7.0,14.0,21.0,44.2,44.1,44.1,44.1,Water
670.0,12.0,24.0,36.0,26.5,26.79,27.13,27.45,Apple
1400.0,18.0,36.0,54.0,59.04,59.11,59.37,59.4,Meat
450.0,8.0,16.0,24.0,68.74,68.76,68.81,68.81,Aluminium
1840.0,9.0,18.0,27.0,63.62,63.83,64.4,64.46,Meat
2780.0,5.0,10.0,15.0,53.2,53.31,53.31,53.41,CoolDrink
170.0,9.0,18.0,27.0,13.74,13.77,13.97,14.085,ICECREAM
2190.0,6.0,12.0,18.0,68.41,68.52,68.52,68.68,Meat
990.0,13.0,26.0,39.0,27.92,28.37,28.63,29.04,FruitJuice
650.0,10.0,20.0,30.0,67.59,67.83,67.85,68.1,Copper
1200.0,18.0,36.0,54.0,44.05,43.6,43.7,43.9,Water
450.0,8.0,16.0,24.0,68.11,68.92,69.29,69.29,Medicine
220.0,13.0,26.0,39.0,28.85,28.85,29.25,29.29,CoolDrink
2910.0,18.0,36.0,54.0,90.23,90.31,90.44,90.46,Copper
2000.0,13.0,26.0,39.0,62.03,62.17,62.79,63.29,CoolDrink
1490.0,10.0,20.0,30.0,65.13,65.34,65.85,66.02,ICECREAM
1170.0,20.0,40.0,60.0,69.57,69.66,69.79,70.28,Iron
190.0,13.0,26.0,39.0,26.44,26.54,26.75,26.85,CoolDrink
80.0,9.0,18.0,27.0,61.79,62.01,62.28,62.35,Copper
550.0,5.0,10.0,15.0,33.93,34.18,34.18,34.18,CoolDrink
2000.0,11.0,22.0,33.0,77.84,77.84,78.02,78.46,Iron
2290.0,14.0,28.0,42.0,84.82,84.82,84.94,85.16,Copper
3740.0,5.0,10.0,15.0,57.6,57.71,57.71,58.25,FruitJuice
3240.0,6.0,12.0,18.0,57.96,58.06,58.06,58.16,CoolDrink
570.0,11.0,22.0,33.0,66.5,66.5,66.56,66.69,Copper
1860.0,13.0,26.0,39.0,59.15,59.25,59.59,59.6,CoolDrink
2380.0,16.0,32.0,48.0,49.07,49.28,49.38,49.59,CoolDrink
2730.0,18.0,36.0,54.0,44.29,44.39,44.45,44.58,FruitJuice
2140.0,20.0,40.0,60.0,65.05,65.7,65.99,66.16,CoolDrink
2760.0,9.0,18.0,27.0,53.0,53.1,53.2,53.31,CoolDrink
220.0,8.0,16.0,24.0,36.7,36.8,36.9,36.9,Water
1550.0,17.0,34.0,51.0,66.61,66.65,66.97,67.98,ICECREAM
3030.0,18.0,36.0,54.0,69.2,69.6,70.0,70.2,Water
670.0,5.0,10.0,15.0,18.61,18.61,18.67,18.67,ICECREAM
1570.0,5.0,10.0,15.0,79.54,79.54,79.56,79.56,Aluminium
50.0,7.0,14.0,21.0,41.15,41.65,41.65,41.8,Meat
570.0,20.0,40.0,60.0,42.3,43.0,43.1,43.5,Water
1840.0,20.0,40.0,60.0,82.17,82.29,82.37,82.57,Aluminium
860.0,8.0,16.0,24.0,44.2,44.49,45.57,45.57,ICECREAM
870.0,8.0,16.0,24.0,81.15,81.51,81.53,81.53,Medicine
830.0,7.0,14.0,21.0,66.07,66.24,66.24,66.28,Iron
530.0,14.0,28.0,42.0,18.36,18.58,18.97,19.01,FruitJuice
1090.0,17.0,34.0,51.0,72.16,72.23,72.44,72.53,Copper
1160.0,8.0,16.0,24.0,55.55,55.59,55.64,55.64,Meat
4110.0,18.0,36.0,54.0,66.95,67.15,67.36,67.46,CoolDrink
1260.0,6.0,12.0,18.0,76.59,76.67,76.67,76.75,Aluminium
1330.0,16.0,32.0,48.0,74.24,74.45,74.76,75.05,Copper
3300.0,11.0,22.0,33.0,58.58,58.68,58.78,58.89,CoolDrink
1300.0,8.0,16.0,24.0,58.1,58.12,58.26,58.26,Meat
340.0,19.0,38.0,57.0,45.37,45.5,45.74,45.83,Meat
4210.0,13.0,26.0,39.0,67.98,68.09,68.19,68.19,CoolDrink
1800.0,19.0,38.0,57.0,63.37,63.55,63.62,64.4,Meat
1260.0,15.0,30.0,45.0,24.535,24.585,24.79,24.94,ICECREAM
1230.0,14.0,28.0,42.0,56.01,56.42,57.5,57.84,ICECREAM
1550.0,11.0,22.0,33.0,27.545,27.605,27.67,27.755,ICECREAM
2980.0,17.0,34.0,51.0,90.54,91.04,91.18,91.27,Copper
1980.0,8.0,16.0,24.0,35.3,35.36,35.44,35.44,FruitJuice
1350.0,15.0,30.0,45.0,25.385,25.52,25.64,25.95,ICECREAM
1880.0,17.0,34.0,51.0,82.37,82.57,82.61,83.07,Aluminium
2560.0,9.0,18.0,27.0,87.08,87.14,87.35,87.46,Copper
2050.0,20.0,40.0,60.0,33.12,33.4,33.61,33.875,ICECREAM
840.0,18.0,36.0,54.0,80.16,81.12,81.51,81.53,Medicine
420.0,15.0,30.0,45.0,31.8,32.1,32.31,32.46,CoolDrink
1640.0,8.0,16.0,24.0,40.46,40.52,40.52,40.52,FruitJuice
390.0,6.0,12.0,18.0,64.59,64.59,64.59,64.65,Copper
1520.0,9.0,18.0,27.0,66.02,66.33,66.55,66.61,ICECREAM
2140.0,6.0,12.0,18.0,65.05,65.32,65.32,65.7,CoolDrink
620.0,7.0,14.0,21.0,35.76,35.93,35.93,36.49,CoolDrink
2350.0,18.0,36.0,54.0,82.64,82.77,82.82,82.9,Iron
1890.0,6.0,12.0,18.0,60.8,60.2,60.2,61.0,Water
650.0,15.0,30.0,45.0,75.26,75.7,75.75,75.79,Medicine
2040.0,13.0,26.0,39.0,78.54,78.58,78.74,78.94,Iron
1390.0,19.0,38.0,57.0,49.73,49.78,49.88,50.22,CoolDrink
940.0,18.0,36.0,54.0,48.7,48.5,48.6,48.7,Water
3020.0,11.0,22.0,33.0,91.27,91.27,91.27,91.27,Copper
560.0,9.0,18.0,27.0,72.75,72.97,73.1,73.48,Medicine
2450.0,16.0,32.0,48.0,53.8,56.7,56.3,57.0,Water
800.0,18.0,36.0,54.0,19.82,20.38,20.57,20.61,ICECREAM
950.0,5.0,10.0,15.0,35.82,36.1,36.1,37.64,Apple
2700.0,6.0,12.0,18.0,43.57,43.73,43.73,44.02,FruitJuice
3300.0,9.0,18.0,27.0,52.56,52.65,52.78,52.97,FruitJuice
2120.0,14.0,28.0,42.0,49.61,49.63,49.85,49.9,FruitJuice
3410.0,18.0,36.0,54.0,54.01,54.25,54.52,54.64,FruitJuice
1050.0,6.0,12.0,18.0,54.49,54.52,54.52,54.58,Meat
250.0,11.0,22.0,33.0,37.3,37.5,37.6,37.9,Water
770.0,7.0,14.0,21.0,32.43,32.54,32.54,32.64,CoolDrink
2550.0,9.0,18.0,27.0,89.46,89.47,89.66,89.69,Aluminium
890.0,13.0,26.0,39.0,45.71,45.75,46.57,46.8,ICECREAM
2470.0,14.0,28.0,42.0,72.14,72.37,72.93,72.98,Meat
1910.0,18.0,36.0,54.0,44.21,44.42,44.63,44.73,CoolDrink
3000.0,17.0,34.0,51.0,89.82,90.2,90.2,90.2,Iron
2260.0,17.0,34.0,51.0,69.58,69.6,69.92,70.14,Meat
2700.0,14.0,28.0,42.0,43.57,43.73,44.29,44.31,FruitJuice
1880.0,13.0,26.0,39.0,64.63,64.99,65.25,65.58,Meat
350.0,10.0,20.0,30.0,12.61,12.88,12.89,14.94,Apple
4060.0,7.0,14.0,21.0,62.83,62.97,62.97,63.12,FruitJuice
970.0,6.0,12.0,18.0,34.5,34.6,34.6,34.71,CoolDrink
100.0,15.0,30.0,45.0,35.1,34.9,35.6,35.9,Water
1090.0,8.0,16.0,24.0,29.45,29.64,29.73,29.73,FruitJuice
20.0,9.0,18.0,27.0,24.73,24.75,24.85,25.17,CoolDrink
250.0,8.0,16.0,24.0,63.61,63.77,63.78,63.78,Medicine
2490.0,7.0,14.0,21.0,72.88,72.93,72.93,72.98,Meat
1850.0,9.0,18.0,27.0,45.6,44.2,44.2,43.8,Water
1740.0,6.0,12.0,18.0,72.37,72.42,72.42,72.59,ICECREAM
680.0,18.0,36.0,54.0,70.78,70.91,71.09,71.37,Aluminium
580.0,18.0,36.0,54.0,73.1,73.73,74.12,74.25,Medicine
3010.0,20.0,40.0,60.0,79.25,79.54,79.79,80.62,Meat
1440.0,16.0,32.0,48.0,78.53,78.69,78.76,78.85,Aluminium
940.0,15.0,30.0,45.0,47.15,47.79,48.43,48.94,ICECREAM
830.0,14.0,28.0,42.0,72.27,72.3,72.3,72.38,Aluminium
380.0,11.0,22.0,33.0,14.94,15.06,16.32,17.14,Apple
840.0,18.0,36.0,54.0,33.16,33.36,33.57,33.67,CoolDrink
1580.0,12.0,24.0,36.0,39.01,39.16,39.29,39.9,FruitJuice
310.0,16.0,32.0,48.0,37.3,37.3,37.6,38.4,Water
1310.0,15.0,30.0,45.0,58.93,59.23,59.46,60.53,ICECREAM
2160.0,9.0,18.0,27.0,84.86,84.93,85.0,85.1,Aluminium
2180.0,7.0,14.0,21.0,47.0,47.11,47.11,47.21,CoolDrink
840.0,15.0,30.0,45.0,72.3,72.3,72.38,72.75,Aluminium
610.0,17.0,34.0,51.0,19.41,19.95,20.26,20.41,FruitJuice
2950.0,13.0,26.0,39.0,92.59,92.69,92.76,92.77,Aluminium
2890.0,17.0,34.0,51.0,63.56,63.89,64.05,64.31,FruitJuice
2670.0,16.0,32.0,48.0,88.4,88.65,88.67,88.95,Copper
510.0,7.0,14.0,21.0,70.64,70.84,70.84,71.49,Medicine
720.0,18.0,36.0,54.0,20.96,21.21,21.27,21.84,FruitJuice
230.0,14.0,28.0,42.0,62.81,63.22,63.77,63.78,Medicine
2530.0,16.0,32.0,48.0,84.71,85.11,85.18,85.49,Iron
740.0,6.0,12.0,18.0,38.45,38.59,38.59,39.02,CoolDrink
2190.0,20.0,40.0,60.0,66.01,66.21,66.35,66.99,CoolDrink
1110.0,14.0,28.0,42.0,72.23,72.44,72.53,72.6,Copper
2250.0,15.0,30.0,45.0,38.54,39.02,39.09,39.26,FruitJuice
2460.0,19.0,38.0,57.0,55.63,56.64,56.79,57.1,FruitJuice
1450.0,18.0,36.0,54.0,59.4,59.52,59.84,59.88,Meat
3600.0,18.0,36.0,54.0,55.9,56.24,56.71,56.85,FruitJuice
2840.0,14.0,28.0,42.0,76.68,76.74,77.06,77.46,Meat
2740.0,10.0,20.0,30.0,62.9,63.1,63.3,63.7,Water
750.0,9.0,18.0,27.0,21.27,21.27,21.84,21.95,FruitJuice
860.0,16.0,32.0,48.0,47.5,47.8,48.1,48.1,Water
2300.0,6.0,12.0,18.0,69.98,70.14,70.14,70.17,Meat
2520.0,7.0,14.0,21.0,57.9,58.2,58.2,58.4,Water
210.0,19.0,38.0,57.0,25.86,26.27,27.09,27.38,ICECREAM
1650.0,12.0,24.0,36.0,28.615,28.665,28.715,29.095,ICECREAM
840.0,20.0,40.0,60.0,80.16,81.12,81.51,82.41,Medicine
650.0,8.0,16.0,24.0,75.26,75.49,75.7,75.7,Medicine
680.0,11.0,22.0,33.0,42.6,42.3,41.9,42.7,Water
1250.0,20.0,40.0,60.0,73.69,73.77,74.05,74.21,Copper
1270.0,15.0,30.0,45.0,70.62,70.66,70.89,70.99,Iron
1180.0,18.0,36.0,54.0,75.79,76.11,76.37,76.47,Aluminium
1400.0,9.0,18.0,27.0,29.18,29.4,29.49,29.5,FruitJuice
770.0,15.0,30.0,45.0,40.56,40.78,41.84,41.88,ICECREAM
750.0,8.0,16.0,24.0,19.445,19.465,19.5,19.5,ICECREAM
4560.0,20.0,40.0,60.0,68.0,68.45,68.55,68.68,FruitJuice
90.0,6.0,12.0,18.0,13.03,13.14,13.14,13.22,ICECREAM
1780.0,20.0,40.0,60.0,81.41,81.45,81.67,82.17,Aluminium
550.0,15.0,30.0,45.0,30.16,30.26,30.47,30.57,CoolDrink
890.0,17.0,34.0,51.0,44.2,44.1,43.9,43.0,Water
890.0,10.0,20.0,30.0,22.94,22.96,23.24,23.26,FruitJuice
580.0,11.0,22.0,33.0,22.96,23.67,23.73,24.99,Apple
2940.0,9.0,18.0,27.0,89.09,89.15,89.23,89.27,Iron
250.0,12.0,24.0,36.0,63.61,63.77,63.78,64.56,Medicine
3140.0,11.0,22.0,33.0,81.51,81.59,82.03,82.25,Meat
2780.0,9.0,18.0,27.0,91.44,91.64,91.65,91.68,Aluminium
3040.0,12.0,24.0,36.0,69.4,69.6,69.8,70.2,Water
490.0,8.0,16.0,24.0,17.84,17.85,18.05,18.05,FruitJuice
1670.0,17.0,34.0,51.0,31.6,31.8,32.04,32.49,FruitJuice
980.0,20.0,40.0,60.0,38.48,39.67,41.21,42.28,Apple
720.0,17.0,34.0,51.0,76.46,77.2,77.79,78.47,Medicine
900.0,20.0,40.0,60.0,44.1,43.9,43.0,42.8,Water
290.0,20.0,40.0,60.0,17.17,17.72,17.87,19.27,FruitJuice
570.0,7.0,14.0,21.0,69.58,69.63,69.63,69.81,Aluminium
2970.0,14.0,28.0,42.0,48.56,48.7,49.09,49.1,FruitJuice
370.0,16.0,32.0,48.0,19.9,20.14,20.16,20.38,FruitJuice
1250.0,12.0,24.0,36.0,47.63,47.87,47.87,48.55,CoolDrink
420.0,7.0,14.0,21.0,64.74,64.83,64.83,64.85,Copper
3170.0,10.0,20.0,30.0,57.23,57.34,57.44,57.54,CoolDrink
30.0,15.0,30.0,45.0,61.04,61.18,61.5,61.63,Copper
240.0,18.0,36.0,54.0,43.78,43.96,44.05,44.26,Meat
1250.0,14.0,28.0,42.0,56.84,57.5,57.96,58.48,ICECREAM
1100.0,15.0,30.0,45.0,35.84,35.95,36.15,36.26,CoolDrink
310.0,8.0,16.0,24.0,28.51,28.85,28.91,28.91,ICECREAM
210.0,12.0,24.0,36.0,62.95,63.25,63.28,63.53,Copper
2790.0,5.0,10.0,15.0,71.8,72.1,72.1,72.2,Water
1630.0,10.0,20.0,30.0,74.89,75.0,75.04,75.05,Iron
1700.0,18.0,36.0,54.0,58.1,58.1,58.4,58.4,Water
1970.0,7.0,14.0,21.0,61.5,61.5,61.5,61.9,Water
1970.0,10.0,20.0,30.0,83.49,83.65,83.66,83.75,Aluminium
1710.0,16.0,32.0,48.0,42.05,42.15,42.15,42.34,FruitJuice
2950.0,6.0,12.0,18.0,64.57,64.75,64.75,64.76,FruitJuice
